,id,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,image_url,state,lat,long,posting_date
353738,7313100856,jackson,33986,2017.0,gmc,canyon slt,like new,6 cylinders,gas,54231.0,clean,automatic,4wd,mid-size,truck,white,https://images.craigslist.org/00A0A_kiLc3lklxbOz_0gw0b1_600x450.jpg,tn,35.9251,-88.7688,2021-04-26T18:23:12-0500
226215,7305881452,bozeman,11000,2007.0,chevrolet,express 1500 cargo van,excellent,6 cylinders,gas,74789.0,clean,automatic,rwd,full-size,van,white,https://images.craigslist.org/00k0k_gZobR3tnTFyz_0CI0t2_600x450.jpg,mt,45.6693,-111.0431,2021-04-12T15:42:58-0600
264904,7308075484,albany,6900,2006.0,audi,a4 2.0t,excellent,4 cylinders,gas,203000.0,clean,manual,fwd,mid-size,sedan,red,https://images.craigslist.org/00v0v_am0E4lIG6NCz_0CI0t2_600x450.jpg,ny,42.4357,-73.5545,2021-04-16T22:23:16-0400
375313,7315869747,houston,11900,2010.0,mercedes-benz,benz c300,like new,6 cylinders,gas,84379.0,clean,automatic,rwd,mid-size,sedan,white,https://images.craigslist.org/00z0z_w5BACmokIvz_0CI0t2_600x450.jpg,tx,29.7971,-95.4958,2021-05-02T14:03:25-0500
336707,7312766715,pittsburgh,1000,2004.0,mercury,grand marquis,fair,8 cylinders,gas,152000.0,clean,automatic,rwd,full-size,sedan,brown,https://images.craigslist.org/00W0W_hBhvYwZKNkjz_0ak0ak_600x450.jpg,pa,40.548,-80.05,2021-04-26T10:06:09-0400
163650,7315566202,waterloo / cedar falls,1500,1990.0,ford,f250 super duty,good,8 cylinders,gas,46136.0,clean,automatic,rwd,full-size,truck,brown,https://images.craigslist.org/00M0M_5ltR9pWKas5z_0lM0t2_600x450.jpg,ia,42.4674,-91.8803,2021-05-01T18:25:11-0500
281492,7304501400,syracuse,8995,1970.0,cadillac,deville,excellent,8 cylinders,gas,59000.0,clean,automatic,rwd,full-size,sedan,green,https://images.craigslist.org/00B0B_7ICvbpAOdJNz_1320MM_600x450.jpg,ny,43.0417,-76.2807,2021-04-09T21:34:27-0400
67766,7310580903,ventura county,6975,2013.0,nissan,altima,excellent,4 cylinders,gas,155000.0,clean,automatic,fwd,mid-size,sedan,black,https://images.craigslist.org/00n0n_4sQGNjzEYMDz_0kE0fu_600x450.jpg,ca,34.070612,-117.383384,2021-04-21T15:01:40-0700
223720,7314847648,billings,34974,2016.0,toyota,4runner sr5 4x4,excellent,6 cylinders,gas,65100.0,clean,automatic,4wd,full-size,SUV,white,https://images.craigslist.org/01010_cXLIrxJBKAJz_0CI0oc_600x450.jpg,mt,45.6546,-110.5609,2021-04-30T10:10:37-0600
441,7314277945,birmingham,24888,2019.0,ford,f150 regular cab xl,excellent,6 cylinders,gas,8176.0,clean,automatic,rwd,full-size,pickup,white,https://images.craigslist.org/00W0W_19NP8id1JQEz_0CI0t2_600x450.jpg,al,33.4188,-86.7867,2021-04-29T08:52:28-0500
146887,7316884578,"st louis, MO",4985,2004.0,chevrolet,colorado,good,5 cylinders,gas,235597.0,clean,automatic,rwd,compact,pickup,silver,https://images.craigslist.org/00k0k_OUNpFFPJgVz_0gw0co_600x450.jpg,il,38.700982,-90.496883,2021-05-04T14:22:19-0500
416229,7316218091,eau claire,11900,1989.0,chevrolet,camaro rs conv,good,8 cylinders,gas,64100.0,clean,automatic,rwd,mid-size,hatchback,red,https://images.craigslist.org/00z0z_8ndnIEZxHFVz_0x20oM_600x450.jpg,wi,44.794993,-91.464272,2021-05-03T10:31:00-0500
24189,7312060996,chico,54900,2019.0,ram,3500 4x4,good,6 cylinders,diesel,38780.0,clean,automatic,4wd,full-size,truck,grey,https://images.craigslist.org/00v0v_9koRjnvNbqTz_0CI0t2_600x450.jpg,ca,37.3476,-121.887,2021-04-24T13:37:22-0700
339686,7311454879,scranton / wilkes-barre,26990,2016.0,chevrolet,express commercial cutaway,good,8 cylinders,gas,75734.0,clean,automatic,rwd,full-size,truck,white,https://images.craigslist.org/00808_1uzrdP4BKcsz_0kE0fu_600x450.jpg,pa,40.468785,-74.281707,2021-04-23T13:49:59-0400
19208,7316395336,little rock,28250,2019.0,ram,2500,excellent,8 cylinders,gas,22315.0,rebuilt,automatic,4wd,full-size,pickup,red,https://images.craigslist.org/00000_gcJT4Zd5Kdhz_0FO0ve_600x450.jpg,ar,34.525005,-92.166188,2021-05-03T15:05:39-0500
164322,7316700649,"kansas city, MO",7450,2011.0,subaru,outback,excellent,4 cylinders,gas,158000.0,clean,automatic,4wd,mid-size,wagon,red,https://images.craigslist.org/00E0E_kG1dCTwHhOrz_0ne0hq_600x450.jpg,ks,39.181759,-94.601486,2021-05-04T09:28:10-0500
332075,7304208395,lehigh valley,8495,2012.0,jeep,liberty,excellent,6 cylinders,gas,103000.0,clean,automatic,4wd,full-size,SUV,red,https://images.craigslist.org/01212_lz8DE4xz0DRz_0CI0t2_600x450.jpg,pa,40.6907,-75.2958,2021-04-09T12:28:09-0400
328935,7303286527,erie,43500,2006.0,ram,2500,excellent,6 cylinders,diesel,138498.0,clean,other,4wd,full-size,truck,custom,https://images.craigslist.org/00e0e_4F0lm2OehCAz_0kE0fu_600x450.jpg,pa,38.092644,-87.492089,2021-04-07T15:31:01-0400
38304,7310554853,modesto,15395,2013.0,chevrolet,express 2500,like new,8 cylinders,gas,131392.0,clean,automatic,rwd,full-size,van,white,https://images.craigslist.org/00W0W_dyKTljy4u7jz_0CI0t2_600x450.jpg,ca,37.765104,-120.850714,2021-04-21T14:10:51-0700
192375,7313056055,worcester / central MA,8999,2006.0,toyota,rav4 sport,good,6 cylinders,gas,118000.0,clean,automatic,4wd,mid-size,SUV,white,https://images.craigslist.org/00K0K_cNKcIitebIzz_0ak07K_600x450.jpg,ma,42.3182,-71.6464,2021-04-26T17:49:21-0400
146276,7311438261,springfield,16500,2003.0,jeep,wrangler rubicon,excellent,6 cylinders,gas,125356.0,clean,manual,4wd,mid-size,SUV,black,https://images.craigslist.org/00909_4P08LxEeqZ6_07K05O_600x450.jpg,il,41.595213,-88.122754,2021-04-23T12:24:47-0500
358638,7316916794,nashville,48888,2018.0,ram,diesel cummins 3500,like new,6 cylinders,diesel,123741.0,clean,automatic,4wd,full-size,truck,white,https://images.craigslist.org/01616_blAluPTXMVpz_0CI0t2_600x450.jpg,tn,35.841559,-86.389644,2021-05-04T15:16:41-0500
342334,7313583700,rhode island,10995,2010.0,ford,explorer,good,6 cylinders,gas,110000.0,clean,automatic,4wd,full-size,SUV,white,https://images.craigslist.org/00a0a_cLfD4uKjPvz_0CI0t2_600x450.jpg,ri,42.571524,-72.158539,2021-04-27T18:32:20-0400
260857,7312797446,albuquerque,3450,2002.0,honda,civic lx,good,4 cylinders,gas,175000.0,salvage,automatic,fwd,sub-compact,sedan,silver,https://images.craigslist.org/00P0P_fzxo2Q60sXWz_0CI0lM_600x450.jpg,nm,35.085557,-106.746426,2021-04-26T08:59:07-0600
67459,7312365855,ventura county,3995,2002.0,toyota,camry,excellent,4 cylinders,gas,166295.0,clean,automatic,fwd,mid-size,sedan,silver,https://images.craigslist.org/00b0b_6bWDjEhDxjiz_0ik0CI_600x450.jpg,ca,34.1948,-118.8232,2021-04-25T09:24:10-0700
269793,7316780876,hudson valley,5995,2006.0,ford,explorer xlt 4x4,excellent,6 cylinders,gas,155235.0,clean,automatic,4wd,full-size,SUV,white,https://images.craigslist.org/00q0q_h6YbK6W5ER7z_0CI0t2_600x450.jpg,ny,41.704742,-73.910102,2021-05-04T12:39:53-0400
278311,7315684749,rochester,5599,2010.0,toyota,prius,excellent,4 cylinders,hybrid,151424.0,clean,automatic,fwd,mid-size,sedan,silver,https://images.craigslist.org/00E0E_TLqGDprBzEz_0CI0t2_600x450.jpg,ny,43.1186,-77.8005,2021-05-02T07:50:57-0400
297238,7307324032,columbus,1795,2002.0,honda,accord,excellent,4 cylinders,gas,137055.0,clean,automatic,fwd,full-size,sedan,grey,https://images.craigslist.org/00Y0Y_2MzCYKBXwgaz_0kE0fu_600x450.jpg,oh,39.9539,-82.9301,2021-04-15T14:41:17-0400
272228,7315983377,long island,16000,2012.0,volkswagen,beetle,good,5 cylinders,diesel,43790.0,clean,automatic,fwd,compact,hatchback,white,https://images.craigslist.org/00X0X_gy027gNyyRJz_0lM0t2_600x450.jpg,ny,40.7254,-73.5166,2021-05-02T19:11:43-0400
101278,7310725605,lakeland,3000,2006.0,pontiac,g6,good,4 cylinders,gas,132337.0,clean,automatic,fwd,full-size,sedan,grey,https://images.craigslist.org/00404_jSS0D2ib7Nsz_0CI0t2_600x450.jpg,fl,28.022,-81.733,2021-04-22T02:36:45-0400
113915,7314389012,south florida,3000,2017.0,kia,optima,new,4 cylinders,gas,16201.0,clean,automatic,fwd,full-size,sedan,grey,https://images.craigslist.org/00101_6GbHRu6GBk_0ne0hq_600x450.jpg,fl,26.1487,-80.2075,2021-04-29T13:09:16-0400
2145,7316713925,florence / muscle shoals,4100,2004.0,nissan,armada,good,8 cylinders,gas,226000.0,clean,automatic,4wd,full-size,SUV,grey,https://images.craigslist.org/00D0D_3etfOxHqzUGz_0CI0mS_600x450.jpg,al,34.913759,-87.621288,2021-05-04T09:51:59-0500
407329,7317030790,seattle-tacoma,31800,2016.0,toyota,tundra crewmax sr5,excellent,8 cylinders,gas,51125.0,clean,automatic,rwd,full-size,truck,grey,https://images.craigslist.org/01212_5Jr8vXH5c2Oz_0x20oM_600x450.jpg,wa,47.8049,-122.2855,2021-05-04T17:10:45-0700
49326,7314842462,reno / tahoe,0,2014.0,chevrolet,equinox,excellent,6 cylinders,gas,86311.0,clean,automatic,4wd,mid-size,SUV,red,https://images.craigslist.org/00K0K_hcwzdAq3ndWz_0cU09G_600x450.jpg,ca,39.156537,-119.767327,2021-04-30T09:02:45-0700
345404,7313752462,columbia,0,2017.0,ford,transit,good,6 cylinders,gas,98699.0,clean,automatic,rwd,mid-size,van,white,https://images.craigslist.org/00y0y_15s4qtMvUm3z_0cU09G_600x450.jpg,sc,33.711509,-78.909582,2021-04-28T08:25:50-0400
160045,7302597036,mason city,0,2018.0,ram,2500,excellent,6 cylinders,diesel,20492.0,clean,automatic,4wd,full-size,truck,white,https://images.craigslist.org/00i0i_3cSpgdy0qQz_0qK0kC_600x450.jpg,ia,45.082421,-94.334718,2021-04-06T10:11:27-0500
388392,7306730178,vermont,32000,2018.0,ram,1500,like new,8 cylinders,gas,36000.0,lien,automatic,4wd,full-size,pickup,red,https://images.craigslist.org/00303_fbfIPEcOiRnz_0Ba0rS_600x450.jpg,vt,43.3034,-72.4778,2021-04-14T12:44:12-0400
295571,7315230675,columbus,6995,2009.0,subaru,forester 2.5x premium,like new,4 cylinders,gas,136000.0,clean,automatic,4wd,mid-size,wagon,blue,https://images.craigslist.org/00h0h_1ANz09loIBQz_0cU08C_600x450.jpg,oh,39.956004,-82.771418,2021-05-01T08:20:56-0400
219047,7308166895,north mississippi,22500,2008.0,gmc,sierra 2500,good,8 cylinders,diesel,206500.0,clean,automatic,4wd,full-size,truck,grey,https://images.craigslist.org/00101_8cgzre9kSNvz_0CI0t2_600x450.jpg,ms,33.3545,-89.2538,2021-04-17T07:20:27-0500
58096,7308566100,san luis obispo,22500,2016.0,ram,promaster,good,6 cylinders,gas,71488.0,clean,automatic,fwd,full-size,van,white,https://images.craigslist.org/00z0z_7Jer2SDHDXbz_0cU09G_600x450.jpg,ca,35.3773,-120.8536,2021-04-17T17:45:55-0700
413706,7302790663,yakima,15000,1972.0,volkswagen,beetle,excellent,4 cylinders,gas,97567.0,clean,manual,rwd,compact,convertible,yellow,https://images.craigslist.org/00X0X_dWKYcFplh4nz_0CI0t2_600x450.jpg,wa,46.6021,-120.5059,2021-04-06T13:12:54-0700
235601,7315140650,fayetteville,23600,2018.0,honda,civic,like new,4 cylinders,gas,4675.0,clean,automatic,fwd,mid-size,sedan,silver,https://images.craigslist.org/00o0o_hocWEhpPJv1z_0lw0c6_600x450.jpg,nc,35.2171,-79.2562,2021-04-30T21:45:30-0400
272035,7316550810,long island,32500,1963.0,lincoln,continental,excellent,8 cylinders,gas,74300.0,clean,automatic,rwd,full-size,sedan,silver,https://images.craigslist.org/00D0D_8SbYwV25KOuz_0t20CI_600x450.jpg,ny,44.5035,-73.0906,2021-05-03T21:33:31-0400
291470,7307315212,cincinnati,0,2013.0,gmc,acadia,excellent,6 cylinders,gas,103937.0,clean,automatic,4wd,full-size,SUV,white,https://images.craigslist.org/00X0X_5yywIePNd59z_0ak07K_600x450.jpg,oh,39.28685,-84.46832,2021-04-15T14:27:08-0400
12152,7315879764,phoenix,5200,1994.0,ford,ranger xlt,good,6 cylinders,gas,169000.0,clean,manual,4wd,compact,truck,red,https://images.craigslist.org/00B0B_e5lI2BGWlSSz_0CI0t2_600x450.jpg,az,33.522232,-112.283751,2021-05-02T12:23:01-0700
207582,7316660019,northern michigan,34500,2017.0,gmc,canyon denali,like new,6 cylinders,gas,27000.0,clean,automatic,4wd,mid-size,pickup,white,https://images.craigslist.org/00j0j_3uZWkNcvHdr_0x20oM_600x450.jpg,mi,44.682614,-83.41165,2021-05-04T09:03:44-0400
18760,7302721020,fort smith,0,2019.0,gmc,sierra 1500,excellent,8 cylinders,gas,49152.0,clean,automatic,4wd,mid-size,truck,black,https://images.craigslist.org/00d0d_9lJCx2HG4BUz_0ak07K_600x450.jpg,ar,34.90067,-95.75197,2021-04-06T13:20:54-0500
311645,7314537178,bend,7995,2012.0,volkswagen,passat,good,4 cylinders,diesel,137252.0,clean,automatic,fwd,mid-size,sedan,grey,https://images.craigslist.org/00n0n_2rQXNRxcY8yz_0cU09G_600x450.jpg,or,44.037346,-121.287609,2021-04-29T14:30:33-0700
392510,7316950937,new river valley,9750,2012.0,subaru,legacy,excellent,4 cylinders,gas,98453.0,clean,automatic,4wd,mid-size,sedan,blue,https://images.craigslist.org/00i0i_1fGGXNttOJXz_0CI0t2_600x450.jpg,va,37.2563,-80.4347,2021-05-04T17:18:45-0400
302620,7304726192,toledo,20929,2019.0,honda,hr-v,excellent,4 cylinders,gas,24819.0,clean,automatic,4wd,compact,wagon,black,https://images.craigslist.org/01717_cgScGuvvmFAz_0ak07K_600x450.jpg,oh,41.43194,-82.71563,2021-04-10T12:34:18-0400
236570,7316915557,greensboro,5500,2009.0,chrysler,sebring,excellent,4 cylinders,gas,73400.0,rebuilt,automatic,fwd,mid-size,sedan,silver,https://images.craigslist.org/00C0C_a7Ceu6puRBPz_0CI0t2_600x450.jpg,nc,36.0641,-79.8202,2021-05-04T16:14:30-0400
325285,7316022911,salem,26000,2019.0,toyota,camry,like new,4 cylinders,gas,3800.0,clean,automatic,fwd,full-size,sedan,silver,https://images.craigslist.org/00D0D_coEg077b5RQz_0CI0t2_600x450.jpg,or,44.9961,-122.9124,2021-05-02T18:01:35-0700
74214,7310122000,colorado springs,21999,2011.0,ram,1500 rt,excellent,8 cylinders,gas,127432.0,clean,automatic,4wd,full-size,truck,black,https://images.craigslist.org/00r0r_3O9q76qRf1Xz_0CI0t2_600x450.jpg,co,39.63142,-104.987917,2021-04-20T18:11:58-0600
375528,7315483663,houston,6500,2010.0,dodge,charger,good,8 cylinders,gas,160000.0,clean,automatic,rwd,full-size,sedan,white,https://images.craigslist.org/01515_1hzJM89gI4Gz_0lM0t2_600x450.jpg,tx,29.7477,-95.603,2021-05-01T15:21:43-0500
33530,7316543934,los angeles,6975,2006.0,chevrolet,tahoe,excellent,8 cylinders,gas,100000.0,clean,automatic,rwd,full-size,SUV,silver,https://images.craigslist.org/00j0j_jWyLPIam7Whz_0CI0t2_600x450.jpg,ca,34.071164,-117.388229,2021-05-03T18:12:34-0700
139877,7303720321,champaign urbana,2895,2003.0,ford,focus,good,6 cylinders,gas,138000.0,clean,automatic,fwd,full-size,sedan,black,https://images.craigslist.org/00y0y_3DzxaF1Kp9Tz_0ak07K_600x450.jpg,il,40.128058,-88.253189,2021-04-08T12:09:35-0500
280454,7316243259,syracuse,8000,2000.0,ram,3500,good,6 cylinders,diesel,390000.0,clean,manual,4wd,full-size,pickup,red,https://images.craigslist.org/00Z0Z_dboD17kHMq7z_0t20CI_600x450.jpg,ny,43.439,-76.461,2021-05-03T12:09:34-0400
374676,7316513143,houston,78000,2021.0,ford,f-350,new,8 cylinders,diesel,2100.0,clean,automatic,4wd,full-size,pickup,black,https://images.craigslist.org/00808_70cTe6Jsg9sz_0t20CI_600x450.jpg,tx,29.9658,-96.2531,2021-05-03T18:56:34-0500
225536,7314074931,bozeman,29000,2012.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,94000.0,clean,automatic,4wd,full-size,truck,black,https://images.craigslist.org/00K0K_4L0iYwpxd32z_0ww0oo_600x450.jpg,mt,45.339,-111.2485,2021-04-28T16:14:59-0600
5118,7316325097,anchorage / mat-su,13850,2008.0,chevrolet,avalanche ltz,excellent,8 cylinders,gas,132008.0,clean,automatic,4wd,full-size,truck,white,https://images.craigslist.org/00u0u_dAfuwPA6u1yz_0CI0t2_600x450.jpg,ak,61.191447,-150.184479,2021-05-03T10:12:48-0800
25956,7315035585,fresno / madera,15950,2013.0,chrysler,300,excellent,8 cylinders,gas,108513.0,clean,automatic,rwd,mid-size,sedan,grey,https://images.craigslist.org/00Z0Z_a9vaYfB6F9Ez_0cU09G_600x450.jpg,ca,36.905852,-119.794299,2021-04-30T14:28:03-0700
25581,7315818164,fresno / madera,25999,2011.0,ford,f250,excellent,8 cylinders,diesel,149877.0,clean,automatic,4wd,full-size,truck,white,https://images.craigslist.org/00d0d_4ACeEK39zoLz_0gw0co_600x450.jpg,ca,36.831443,-119.699919,2021-05-02T10:25:43-0700
31176,7315196181,inland empire,4000,1996.0,mazda,mx-5 miata,fair,4 cylinders,gas,155000.0,salvage,manual,rwd,compact,convertible,custom,https://images.craigslist.org/01313_5fvc4wE5TgTz_0t20t2_600x450.jpg,ca,33.905348,-117.475948,2021-05-01T00:06:55-0700
173432,7307716480,louisville,7000,2006.0,ford,f-150,excellent,8 cylinders,gas,240000.0,clean,automatic,4wd,full-size,truck,silver,https://images.craigslist.org/00606_4JvnqdXIN8zz_0t20CI_600x450.jpg,ky,37.6725,-85.5147,2021-04-16T11:19:27-0400
59685,7302298427,santa barbara,11975,2011.0,gmc,acadia denali,excellent,6 cylinders,gas,128000.0,clean,automatic,fwd,mid-size,SUV,black,https://images.craigslist.org/01717_5QkyE3VArSgz_0CI0t2_600x450.jpg,ca,34.070612,-117.383384,2021-04-05T14:13:50-0700
28757,7306818124,gold country,4000,1999.0,toyota,4runner,excellent,4 cylinders,gas,284000.0,clean,automatic,rwd,mid-size,SUV,silver,https://images.craigslist.org/00k0k_4t8b8hY75Pgz_0t20CI_600x450.jpg,ca,38.300913,-120.271475,2021-04-14T11:58:53-0700
361816,7313362388,tri-cities,15500,2015.0,chevrolet,trax awd,excellent,4 cylinders,gas,61000.0,clean,automatic,4wd,compact,SUV,red,https://images.craigslist.org/00G0G_5X6n9yCeKyJz_0jm0ew_600x450.jpg,tn,36.5484,-82.5618,2021-04-27T12:11:36-0400
229413,7307216752,missoula,46000,2018.0,bmw,340ix,excellent,6 cylinders,gas,9800.0,clean,manual,4wd,mid-size,sedan,grey,https://images.craigslist.org/00u0u_jo4sY6nXYaBz_0jm0ew_600x450.jpg,mt,46.8563,-114.0252,2021-04-15T09:57:24-0600
272994,7314097168,long island,36900,2009.0,mercedes-benz,sl-class,excellent,8 cylinders,gas,29984.0,clean,automatic,rwd,mid-size,convertible,black,https://images.craigslist.org/00G0G_inJDVZZBbHnz_0kE0fu_600x450.jpg,ny,42.777828,-73.74899,2021-04-28T19:04:22-0400
110722,7305559702,sarasota-bradenton,91700,2020.0,ford,mustang shelby gt500,like new,8 cylinders,gas,110.0,clean,automatic,rwd,mid-size,coupe,blue,https://images.craigslist.org/00707_1QXS2lkr9f6z_09G06s_600x450.jpg,fl,27.4394,-82.5778,2021-04-12T09:11:19-0400
367654,7313101498,corpus christi,15997,2017.0,chrysler,pacifica,like new,6 cylinders,gas,101000.0,clean,automatic,fwd,full-size,van,brown,https://images.craigslist.org/00T0T_8zuCZT8174Jz_0CI0t2_600x450.jpg,tx,29.5563,-98.3643,2021-04-26T18:24:37-0500
55861,7315597505,san diego,18500,2006.0,chevrolet,silverado 2500hd 4x4,good,8 cylinders,diesel,211100.0,clean,automatic,4wd,full-size,truck,black,https://images.craigslist.org/00000_e0RU0lIHzFlz_0jm0ew_600x450.jpg,ca,32.768688,-116.917539,2021-05-01T17:56:38-0700
166782,7311535127,"kansas city, MO",17480,2016.0,ford,transit connect,excellent,4 cylinders,gas,74537.0,clean,automatic,fwd,full-size,mini-van,white,https://images.craigslist.org/00000_7s0h1u9ztswz_0CI0ik_600x450.jpg,ks,38.8865,-94.8204,2021-04-23T14:59:08-0500
174996,7306889132,baton rouge,0,2011.0,dodge,challengers,like new,6 cylinders,gas,100000.0,clean,automatic,rwd,full-size,coupe,orange,https://images.craigslist.org/00a0a_cTpOUPDLxbsz_0kE0fu_600x450.jpg,la,29.893277,-90.122962,2021-04-14T15:58:47-0500
187365,7314511982,boston,7890,2014.0,chevrolet,equinox,excellent,4 cylinders,gas,141504.0,clean,automatic,fwd,sub-compact,SUV,white,https://images.craigslist.org/00606_8VhUh3HwxAsz_0t20CI_600x450.jpg,ma,42.383,-71.103,2021-04-29T16:42:46-0400
278737,7313324334,rochester,9995,1974.0,mercedes-benz,450 sl,good,8 cylinders,gas,111304.0,clean,automatic,rwd,mid-size,convertible,blue,https://images.craigslist.org/00g0g_3WbgSmHxTzWz_0kE0fu_600x450.jpg,ny,43.225408,-77.348355,2021-04-27T11:09:49-0400
49062,7315295791,reno / tahoe,5950,2008.0,pontiac,g6,excellent,6 cylinders,gas,127600.0,clean,automatic,fwd,compact,sedan,silver,https://images.craigslist.org/00w0w_fASGvk2spIBz_0cU07g_600x450.jpg,ca,39.524283,-119.825238,2021-05-01T08:00:34-0700
261441,7311274475,albuquerque,21000,2008.0,ford,f-250 super duty,good,8 cylinders,diesel,182200.0,clean,automatic,4wd,full-size,pickup,red,https://images.craigslist.org/00H0H_eDkgHWLxYwsz_0CI0t2_600x450.jpg,nm,34.768,-106.745,2021-04-23T06:38:31-0600
289607,7315113005,cincinnati,9500,2001.0,toyota,tacoma xtracab,excellent,4 cylinders,gas,200100.0,clean,automatic,4wd,full-size,pickup,red,https://images.craigslist.org/00000_lHdKuMBECPlz_0fu0bC_600x450.jpg,oh,39.1104,-84.5757,2021-04-30T20:20:55-0400
73936,7311421955,colorado springs,21000,2000.0,volkswagen,eurovan weekender,good,6 cylinders,gas,204000.0,clean,automatic,fwd,full-size,van,silver,https://images.craigslist.org/00w0w_alHVeSqkuTnz_0CI0t2_600x450.jpg,co,38.9541,-104.5472,2021-04-23T11:00:40-0600
347506,7312736779,greenville / upstate,5000,1974.0,volkswagen,beetle,good,4 cylinders,gas,38000.0,clean,manual,rwd,compact,coupe,orange,https://images.craigslist.org/01515_cHyx6g9cLzrz_0CI0t2_600x450.jpg,sc,35.1154,-81.8678,2021-04-26T09:04:39-0400
382287,7311611658,san antonio,7500,2002.0,chevrolet,avalanche,good,8 cylinders,gas,161000.0,clean,automatic,rwd,mid-size,truck,blue,https://images.craigslist.org/00P0P_hen1I5ACOjhz_0CI0t2_600x450.jpg,tx,29.686564,-98.493194,2021-04-23T17:17:18-0500
50274,7312129992,reno / tahoe,21995,2012.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,142091.0,clean,automatic,4wd,full-size,pickup,white,https://images.craigslist.org/01616_bRwVfyFExnzz_0cU09G_600x450.jpg,ca,39.517781,-119.773093,2021-04-24T16:03:34-0700
